Run_id,Customer_id,Timestamp,Domain,IP Address,Name Server,Mail Server,Registrar,Registrant,Registered Address,Registration Country,Registration Date,Remarks,Redirection,Website,Login Page,Port,SSL,Company Keywords
17,JK01,2025-05-30 12:37:07,jktrabfficpolic.e.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:07,kashmi.rpoliece.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kashmi.rpoliece.ph/page/bouncy.php?&bpae=GbhGtisGokx79ouoR2tMtF%2F1LzZ%2FdMt45jdlBWcyatE3xwUcuhxYVpZnJVungecTn3duRR8rV1PvfihT1HxXdnJ7Ct%2B2YGPnUfBkD%2Bzf4LX6mTBKtHlgefSZB%2BYEfcHu8GrYdpRvqEP1Ph9s%2FsDXCXEg570jT65APgaaR0PHD09%2BKEP3%2BZXS7g8Sxe5cCrQJhrfQD%2BHQrxyDLfU8DZIbRMHUap6kzzvBkLSk3t%2FvOakCpu8XgHpSSpDpuelN2YBx%2FCYk6cr5dsXFjukNTD7aZVw1yubCyxCjDGa7vvVtuzrQ3ZwFvv2XuIwXFQDOrrKrt%2FVQ1D2P9%2FglOsG4KkaFVKX15kzT8%2F%2BA&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:08,kashmirpol.ice.info.NEWS,64.190.63.222,ns1.sedoparking.com | ns2.sedoparking.com,localhost. (Priority: 0),"Name.com, Inc.","Domain Protection Services, Inc.",REDACTED | PO Box 1769,US,2022-09-18,Success,http://kashmirpol.ice.info.news/ (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:08,jskp.olice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jskp.olice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:08,kashmkir.police.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kashmkir.police.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:08,jacmmupo.lice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:08,j0kho.me.PH,185.107.56.199,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://ww1.me.ph/,Yes,No,80 | 443,Yes,No
17,JK01,2025-05-30 12:37:06,j6.ktrafficpolice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:08,jk.traffiqcpolice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:09,jamm0.u.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:09,ja.mmu.com.HOLIDAY,108.158.61.83,ns-233.awsdns-29.com | ns-1541.awsdns-00.co.uk | ns-787.awsdns-34.net | ns-1076.awsdns-06.org,Null,"Name.com, Inc.","Domain Name Marketplace, Inc.",REDACTED | P.O. Box 285,US,2015-09-09,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:09,kktra.fficpolice.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:09,kashmirpo.zlice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:09,jammupol.icea.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jammupol.icea.ph/page/bouncy.php?&bpae=GbhGti0Gokx79YuoR2tUNsiL0omCgiibSTQ%2F1T2md3tTzxu8u4cCYxlAs3WQBaIbLCPK745obFNtiUuk2Wnvf7alLDs2vFmumejtzW3VF%2Fc8EHUhdDmVWa%2F5tUEzAClCb8Qld%2FXQWX9w6MBInrDediU%2Bm0ONoyxJeLUbPGQVbyUQv3qjVx1cKTZpX7LPlsWFKiUyqK00FhaZ7GIbvg5Ic9oke5zGgZ2taw279tDkig5%2BPBwT5%2FPFTQYbjG6gHznCq0lEklMXLXwLxtk4uHDDC8iza4Ozspp0O7s4NSw%2B5O9saIwE9u7PswvdYH2uuvaN8LI0cXAcoJFN7IC7CScABcvKK%2Fai940%3D&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:09,jktrafficpol5.ice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jktrafficpol5.ice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:10,0kashmir.police.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:10,kas.hmirpolzice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kas.hmirpolzice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:10,2jkp.olice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:10,kashmirpolic.e.info.INTERNATIONAL,89.31.143.150,ns.udag.de | ns.udag.net | ns.udag.org,Null,united domains AG,,REDACTED,DE,2015-06-30,Success,http://kashmirpolic.e.info.international/,Yes,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:11,eabga.ri.jkexcise.PRODUCTIONS.in,199.59.243.228,ns2.bodis.com | ns1.bodis.com,Null,"Spaceship, Inc.",Null,Null,DE,2007-11-05,Success,http://eabga.ri.jkexcise.productions.in/,Yes,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:11,ka.shmirg.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:11,support.ja.mmupolice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:11,jam.mupolice.com.GRAPHICS,108.159.80.52,ns-1885.awsdns-43.co.uk | ns-677.awsdns-20.net | ns-1034.awsdns-01.org | ns-219.awsdns-27.com,Null,"Name.com, Inc.","Domain Name Marketplace, Inc.",REDACTED | P.O. Box 285,US,2015-06-14,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:11,jktraffic.police.HOMEGOODS.in,64.190.63.222,ns1.sedoparking.com | ns2.sedoparking.com,localhost. (Priority: 0),"Dynadot, LLC",Null,Null,US,2016-01-28,Success,http://jktraffic.police.homegoods.in/ (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:11,kashmir.police.com.GOLF,18.239.111.39,ns-687.awsdns-21.net | ns-1565.awsdns-03.co.uk | ns-1117.awsdns-11.org | ns-316.awsdns-39.com,Null,"Name.net, Inc.","Domain Name Marketplace, Inc.",REDACTED,US,2015-07-05,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:11,j.ktraf0ficpolice.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:11,jamjmup.olice.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:12,kashmirp3o.lice.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:12,kash6mir.police.FM,5.22.145.121,NS1.IDNZ.NET | NS2.IDNZ.NET | NS3.IDNZ.NET,Null,dotFM,,None,,2000-07-13,Success,https://www.ek.fm/,Yes,No,80,No,No
17,JK01,2025-05-30 12:37:12,kas-hmi.rpolice.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kas-hmi.rpolice.ph/page/bouncy.php?&bpae=GbhGtisGokx79ouoR2s0JGv2LzZ%2FdMt45jdlCmAkB%2FF17GUc6DmFuKZ%2FbxNXlRqYQuDmgIBXqm08qD6Esnz%2B%2BzjpCah4pJANK%2F%2BHAaGcw%2FcdPucCFbW%2BrQAK8LNacgcoCtYl1UJPI1BTcWfCTqySxX2kKtd7jexwVlKSp9Fsa3nk4koWqBo0DPK%2FR1jv7Birit85%2BdK5%2B6Xg3oUmuufDjgejaVSU%2BPmRjIaXBnHfAf2yIbgZEwbjqPqH7A3UiRxle25UlkwvecZLxtn4%2BZFeG82VYl0Pf0Hyp5J2FktdmMBkot1%2BVp2qsEbABor4sIL84aCsv%2BQqE00CI7uV1Wqb1dIh1qn%2BDQ%3D%3D&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:13,jam.mu.net.OKINAWA,150.95.255.38,DNS1.ONAMAE.COM | DNS2.ONAMAE.COM,. (Priority: 0),"GMO Internet Group, Inc.",,None,JP,2024-11-13,Success,http://jam.mu.net.okinawa/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:13,k.ashmirpolice.jk.MOBI.in,208.91.196.91,sk.s5.cm.ns2.56.ztomy.com | sk.s5.cm.ns1.56.ztomy.com,~. (Priority: 300),#1 Indian Domains dba Mitsu.in,Null,Null,IN,2013-05-05,Success,http://k.ashmirpolice.jk.mobi.in/,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:13,jktraafficpolic.e.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jktraafficpolic.e.ph/page/bouncy.php?&bpae=GbhGti0GpUxn9YuoR2VUMa3W0s2SQ0tnPHQ2BZxFdWXvNOrjIm09cWCcOVePlYaTkiSwqxboejtQiyCF2W5feB8wLCBaN0YI12qjPkE5tqCXRExwMnGoreKZ57TzeIFmsKgTKJRvlP6f9R9M3CxOzkCRtrXAaZPrbMJbPFQVbyUWv3rjlzBQKZzLP%2BOeeJJRBAFMCCUvC%2BTwsInuEQpRwpXCHpl2TT6xp1yf7wbfpS5mOAOLa8%2FfYFOZTCDKo7zT1%2Br3u0E0eT4JADv%2F1WrRgWm46zNlvUmJhZ1%2Fhrso54iakUZoIITNc8KqkJwm7hIUEMKekh9WwPC2NeTtisE4j6Kz4g%3D%3D&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:14,jamm.upolicu.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jamm.upolicu.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:14,kashmir6polic.e.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kashmir6polic.e.ph/page/bouncy.php?&bpae=GbhGti0GpUxn9YuoR2VUMUC00omCgihhxjQBDnpXb9G36WUc6Dl9Fal%2FbxMABV6brjPWdt9Pd%2FMgZnFLBdLAfEB4C2FeG5tNA2UAFatRcgrIN9DONeQrpoMZeh0oCnIGDQhYdpRvqEP1IuFAbNcUOflZ7z3Uj3mNolHARfqlzvlYtw9soCM6BZ0Z3DrVXLeP9dn2n2F%2Fc8qgqltWq7Ha%2F6nTaG6ywAfHr1yxcNxltJuQL6vNVP6Eb6jcnT%2FWRhaTmUtBvgH76xXdpGgE1%2FmVliXgjrbgmHEuaXrpgAgvjgKmoVxYq%2BWUDr%2BrW5Xw9NdAXj6qrWDH5NjLdhsYgM4xh8Sz7w%3D%3D&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:14,jktra7fficpo.lice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jktra7fficpo.lice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:14,ka.shmi3rpolice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:14,jk.home.info.PT,13.248.169.48,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jk.home.info.pt/lander,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:10,cid.jk.FOOTBALL.in,81.169.154.223,ns2.domainers.de | ns1.domainers.de | ns3.domainers.de | ns4.domainers.de,Null,Key-Systems GmbH,Null,Null,DE,2005-02-16,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:15,jk.po;ice.XN--FIQZ9S,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:15,jkpoli.ace.PH,199.59.243.228,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://jkpoli.ace.ph/,Yes,No,80 | 443,Yes,No
17,JK01,2025-05-30 12:37:15,0jammup.olice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:15,n.jkhome.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:15,jamm6upo.lice.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:15,jammup.6olice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:16,j.ammup7olice.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:16,kashtmirpoli.ce.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kashtmirpoli.ce.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:16,ujammupol.ice.PH,172.93.103.100,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://ww1.ice.ph/lander,Yes,No,80 | 443,Yes,No
17,JK01,2025-05-30 12:37:16,kashm.irj.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kashm.irj.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:17,jkh.ome.biz.LOL,13.248.169.48,NS1.AFTERNIC.COM | NS2.AFTERNIC.COM,Null,"Spaceship, Inc.",Privacy service provided by Withheld for Privacy ehf,Kalkofnsvegur 2,IS,2023-03-30,Success,http://jkh.ome.biz.lol/lander,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:15,jkt.rafficdpolice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:17,jktrafficp.olice.com.PLUMBING,108.159.61.77,ns-119.awsdns-14.com | ns-1713.awsdns-22.co.uk | ns-1359.awsdns-41.org | ns-790.awsdns-34.net,Null,"Name.com, Inc.","Domain Name Marketplace, Inc.",REDACTED | P.O. Box 285,US,2016-11-23,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:17,kashk.mirpolice.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kashk.mirpolice.ph/page/bouncy.php?&bpae=GbhGtismolx79ouIRRO0AZ4CyiGEcf%2B4C7R8kEy3okcBP25ou4wQRGcRJKVWlRpawD9hwuCDZ17s5q%2FBoyFcZ%2Fk1dS91UHnaTZJXdp0LGOghUjxbHjBR9Q6iFGlkC3u0Ro4qnSaCXbvPnvJgSj4dFL3wF%2FF03%2FgArehVzkGo7wj9RwEuakkebEu%2FUXasnZ5ZCoENK3sY7%2B2QfgrgKgVfoF2c7KIZYwkB79PlgLh48av8nFI4U7iF6nNk2uu1j3QpnM1gwlxDNA2gXWRtUGpBkVJ1b8tqzMtqBr1Dg4tlSUxP3clDlqncjbZU%2F%2FvG4kXurfW4H8Lfa4195Jr6fYgvSPT8XVzJKG7sFg%3D%3D&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:17,ea.bgari.jkexcise.REIT.in,76.223.54.146,ns2.afternic.com | ns1.afternic.com,Null,"Dynadot, LLC",Null,Null,US,2012-10-15,Success,http://ea.bgari.jkexcise.reit.in/lander,Yes,Yes,80 | 443,No,No
17,JK01,2025-05-30 12:37:18,2j.kpolice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:18,kashmidrp.olice.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:18,jgam.mu.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:18,kashumi.r.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://kashumi.r.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:19,kashmird.police.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:18,k.asfhmir.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:19,jktra.fficpoli8ce.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:20,jkhome.R.EST.in,91.195.241.232,sl1.sedo.com | sl2.sedo.com,localhost. (Priority: 0),"Dynadot, LLC",Null,Null,CN,2017-04-22,Success,https://sedo.com/search/details/?domain=jkhome.r.est.in&campaignId=329145&origin=sales_lander_15 (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:20,jamm.u8police.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:20,jamm.upolhice.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:19,ka0shmirpo.lice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=lice.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:20,jktrafficpolic2.e.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jktrafficpolic2.e.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:20,jktrafficp.7olice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=7olice.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:21,k.ashmirv.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:20,jktraff.icpo7lice.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:21,kas.hmir.co.SK,172.67.221.193,bristol.ns.cloudflare.com | yichun.ns.cloudflare.com,Null,NETIM,Null,Null,Null,2024-12-02,Success,Null,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:21,jammmu.police.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jammmu.police.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:22,jktrafficpolice.n.et.FR,94.143.220.218,dns20.ovh.net | ns20.ovh.net,mx4.mail.ovh.net. (Priority: 1) | mx3.mail.ovh.net. (Priority: 10),OVH,Null,Null,Null,2015-03-11,Success,http://jktrafficpolice.n.et.fr/,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:22,ja7mmu.police.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:22,jktrafficpol.icme.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:22,jua.mmu.FM,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:22,jktrafficpoic.e.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:22,jktrafficp.olice.com.TAX,18.66.41.97,ns-371.awsdns-46.com | ns-1198.awsdns-21.org | ns-728.awsdns-27.net | ns-1742.awsdns-25.co.uk,Null,"Name.com, Inc.","Domain Name Marketplace, Inc.",REDACTED | P.O. Box 285,US,2015-09-02,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:22,k.ashmirpomlice.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:22,jkhom.r.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:23,jkpolice.y.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:23,jktr.afficfpolice.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:23,jktraffic.police.biz.SKIN,150.95.255.38,DNS1.ONAMAE.COM | DNS2.ONAMAE.COM,. (Priority: 0),"GMO Internet, Inc.",Whois Privacy Protection Service by onamae.com,26-1 Sakuragaoka-cho | Cerulean Tower 11F,JP,2024-11-23,Success,http://jktraffic.police.biz.skin/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:23,jvkpolic.e.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jvkpolic.e.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:23,fireandemerg.ency.jk.YACHTS.in,185.53.178.50,ns1.parkingcrew.net | ns2.parkingcrew.net,alltheemails.com. (Priority: 1) | mail.h-email.net. (Priority: 5),Costrar EOOD,Null,Null,BG,2025-03-25,Success,http://fireandemerg.ency.jk.yachts.in/,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:23,j6ktr.afficpolice.WS,64.70.19.203,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:24,jktrafficp.solice.PH,45.79.222.138,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jktrafficp.solice.ph/page/bouncy.php?&bpae=GbhGti0Gokx79YuoR2tU%2Fi%2B808mDhySX2TUdKI5LeCFXNOrjIm0CbZrhNymuhWzbHzLWdt9PZzNG7F3B7cHAfEB4C2FeG5tNA4yhPgHhNZXOu1lbNwdSefSZB%2BZEfYFmsKgTWJVK%2FDkgjOxAbNcUOflZ7y3UT%2BzSB6muo0NnSItjltuxpxyQaO%2B8p1uP39ark0XM34kOae%2FiIRhtxwMxsBibNtbeMATO5Qpgt9MUCHP9EA%2BuZjBwpc3dnwR%2FtwDRaJjkitEA1zh2mHWOoo%2BzqYBL3WOCZtHM96y033rNO2%2BInn%2FExeizyTVfBcejtbOg%2B3jVSA1HWcECrAuDll72eLkJlpIe9pY%3D&redirectType=js&inIframe=false&inPopUp=false (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:24,jktraf.ficpolice1.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:24,m.ail.jkhome.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:24,jktr.afrficpolice.VG,88.198.29.97,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,https://startpage.vg/?var2=afrficpolice.vg (Parked Domain),No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:24,kashmirpoldic.e.XN--KPRW13D,Null,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:24,jktryaffic.police.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:25,cjk.home.XN--NGBRX,127.0.53.53,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:25,kashmi6rpo.lice.XN--FIQZ9S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
17,JK01,2025-05-30 12:37:25,jktrafficp.olgice.XN--NODE,188.93.95.11,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,http://jktrafficp.olgice.xn--node/ (Parked Domain),No,No,80,No,No
17,JK01,2025-05-30 12:37:25,jkpoli.ce.biz.BET,Null,launch1.spaceship.net | launch2.spaceship.net,Null,"Global Domains International, Inc. DBA DomainCostClub.com",DomainCostClub.com,REDACTED,US,2016-03-03,Success,Null,No,No,Null,No,No
17,JK01,2025-05-30 12:37:25,kashmirpolice.jk.ACCOUNT.ANT.in,185.53.177.50,ns1.parkingcrew.net | verification-gtqfjejeoke9r3uonbsh8e.ns101.verify.hn | ns2.parkingcrew.net,mail.h-email.net. (Priority: 5),"Dynadot, LLC",Null,Null,CA,2005-02-16,Success,http://kashmirpolice.jk.account.ant.in/,No,No,80 | 443,No,No
17,JK01,2025-05-30 12:37:25,kashmiyrpo.lice.XN--FIQS8S,218.241.105.10,Null,Null,Null,Null,Null,Null,Null,WHOIS unavailable or domain not registered.,Null,No,No,80,No,No
